#gene_id	taxid	scientific_name	qvalue	lrt	omega0	omega2
ENSELUG00000000007	117571	Euteleostomi	1	0	0.0303787093184617	1
ENSELUG00000000007	117571	Euteleostomi	1	0.0000000682375684846193	0.0304544591785342	1
ENSELUG00000000007	41665	Neopterygii	1	0.00000000451473169960082	0.030491341119531	3.27839672124283
ENSELUG00000000007	1489341	Osteoglossocephalai	1	0.000000000112777343019843	0.0304895840932335	1
ENSELUG00000000007	186625	Clupeocephala	1	0.000000335785443894565	0.0304685943998185	1
ENSELUG00000000011	41665	Neopterygii	1	0.879048262067954	0.0742562012581907	3.34790429882583
ENSELUG00000000011	1489341	Osteoglossocephalai	0.454996875449782	6.36127305588889	0.0746307202888277	61.265788584471
ENSELUG00000000011	186625	Clupeocephala	1	0.00914276196999708	0.0744442167398716	3.65844024860157
ENSELUG00000000011	1489388	Euteleosteomorpha	1	0.207692152391246	0.0745737982309234	2.66988377547303
ENSELUG00000000017	41665	Neopterygii	1	0.0000739780371077359	0.000483770053771415	1.00014152023545
ENSELUG00000000017	41665	Neopterygii	1	0.000000127402017824352	0.000484450595328909	1.00000010097614
ENSELUG00000000017	41665	Neopterygii	1	2.12853282938886	0.000484463785071137	13.7771782083188
ENSELUG00000000017	186625	Clupeocephala	1	0.0000255915074376389	0.000484728564654171	1.000023384317
ENSELUG00000000017	186625	Clupeocephala	1	0	0.000484806142528473	1
ENSELUG00000000017	1489388	Euteleosteomorpha	1	0.000000568732502870262	0.000484926447048013	1
ENSELUG00000000020	186625	Clupeocephala	1	0.00000000335239747073501	0.000157444035886371	1
ENSELUG00000000020	1489388	Euteleosteomorpha	1	0	0.000157470441986222	1
ENSELUG00000000022	41665	Neopterygii	1	0.0519687241949214	0.120237997127982	3.44147586250488
ENSELUG00000000022	1489341	Osteoglossocephalai	1	0.0000000193649611901492	0.120375698830921	1
ENSELUG00000000022	186625	Clupeocephala	1	0.0000000376530806533992	0.118706677628819	1
ENSELUG00000000022	1489388	Euteleosteomorpha	1	0.0000000000572981662116945	0.120597967923974	1
ENSELUG00000000023	117571	Euteleostomi	1	0.00582415697499528	0.0549628732980347	3.5422909394381
ENSELUG00000000023	41665	Neopterygii	1	0.00000000401996658183634	0.0551780114489283	3.52994119014268
ENSELUG00000000023	186625	Clupeocephala	1	0.000000000345607986673713	0.0551780655586106	1
ENSELUG00000000023	186625	Clupeocephala	1	0.000000035182893043384	0.0551781272753664	1
ENSELUG00000000023	1489388	Euteleosteomorpha	1	0.0000000189793354365975	0.055178151733135	2.59486900660779
ENSELUG00000000024	117571	Euteleostomi	1	1.90676740111667	0.000124494536980803	79.2499017743008
ENSELUG00000000024	117571	Euteleostomi	1	0.00000000340514816343784	0.000124188452077189	1.00000000000045
ENSELUG00000000024	41665	Neopterygii	1	0	0.000124663629929177	3.8661211710458
ENSELUG00000000024	1489341	Osteoglossocephalai	1	0.732549433683744	0.000124295665935529	3.22368533937062
ENSELUG00000000024	186625	Clupeocephala	1	3.63664736082137	0.00012627563074038	1000
ENSELUG00000000024	1489388	Euteleosteomorpha	1	0.526262236948241	0.000124797538359058	2.92735137420555
ENSELUG00000000026	41665	Neopterygii	1	0.000000000694853952154517	0.0303746300306116	1
ENSELUG00000000026	1489341	Osteoglossocephalai	1	0.00000000203726813197136	0.0299030193211911	1
ENSELUG00000000026	186625	Clupeocephala	1	0.000000000776708475314081	0.0308996344910479	1
ENSELUG00000000026	1489388	Euteleosteomorpha	1	0.000000104548234958202	0.0308997058699125	3.53517648425353
ENSELUG00000000028	117571	Euteleostomi	1	0.000000000212821760214865	0.0546361311651338	1
ENSELUG00000000028	41665	Neopterygii	1	0.0000000422769517172128	0.0548114964703372	3.76773485444703
ENSELUG00000000028	1489341	Osteoglossocephalai	1	0.00000000025465851649642	0.0547492307730608	1
ENSELUG00000000028	186625	Clupeocephala	1	0.0000000540767359780148	0.0548116676257715	2.83149588425645
ENSELUG00000000029	41665	Neopterygii	0.753621511944978	5.01757614965027	0.0556306928609329	2.95212047226519
ENSELUG00000000029	41665	Neopterygii	1	0.846886489598546	0.0557184343948015	2.67080564091259
ENSELUG00000000029	1489341	Osteoglossocephalai	1	0.0000000240543158724904	0.0557739098222595	1
ENSELUG00000000029	186625	Clupeocephala	1	0	0.0557919629271082	1
ENSELUG00000000033	1489341	Osteoglossocephalai	1	2.47710081707919	0.051266345150294	10.2187692523203
ENSELUG00000000033	186625	Clupeocephala	0.658334299488678	5.37571439120802	0.0509994185201794	3.78983975168417
ENSELUG00000000033	1489388	Euteleosteomorpha	1	2.97270285759441	0.0511193856934936	2.93769538326795
ENSELUG00000000034	41665	Neopterygii	1	2.87115977907524	0.0475924529741846	3.58555524636962
ENSELUG00000000034	1489341	Osteoglossocephalai	1	0.000000340125552611426	0.0479428012190594	3.47954492735852
ENSELUG00000000034	186625	Clupeocephala	1	0.13986144060982	0.0478273677544361	3.9283964273111
ENSELUG00000000034	1489388	Euteleosteomorpha	1	0.00000000838190317153931	0.047942551356253	1
ENSELUG00000000036	41665	Neopterygii	1	0.000000000407453626394272	0.038320030592793	1
ENSELUG00000000036	1489341	Osteoglossocephalai	1	2.44762795390852	0.0382392253327715	3.53559238498175
ENSELUG00000000036	1489341	Osteoglossocephalai	1	0.0690833684930112	0.0383200595643237	3.48095494991064
ENSELUG00000000036	186625	Clupeocephala	1	0.00000000277941580861807	0.0383203569832362	1
ENSELUG00000000036	1489388	Euteleosteomorpha	1	1.03121137603011	0.0382718636233769	4.04588066419638
ENSELUG00000002711	7898	Actinopterygii	1	0.179436473437818	0.126994016238318	2.80675400985013
ENSELUG00000002711	41665	Neopterygii	1	4.0490516005957	0.126788600637936	3.06222911293197
ENSELUG00000002711	1489341	Osteoglossocephalai	0.565265735834111	5.78454245289322	0.126906683649342	48.116680638026
ENSELUG00000002711	186625	Clupeocephala	1	0.00000000817817635834217	0.12707684228949	1
