#gene_id	taxid	scientific_name	qvalue	lrt	omega0	omega2
ENSDARG00000063344	41665	Neopterygii	0.241735756688992	8.0477995514193	0.141487044055959	39.0680900878757
ENSDARG00000063344	1489341	Osteoglossocephalai	1	0.00000000246291165240109	0.144802822533533	1
ENSDARG00000063344	186625	Clupeocephala	1	2.30360657012716	0.144499477375496	33.1074869789827
ENSDARG00000063344	186634	Otomorpha	1	0.0000000000982254277914762	0.144802973071841	1
ENSDARG00000063344	186626	Otophysi	0.467878882154253	6.28719653755252	0.145031148729221	123.71239824874
ENSDARG00000036008	186634	Otomorpha	1	0.000000000623913365416229	0.0953781838943523	1
ENSDARG00000036008	186626	Otophysi	1	0.000000000294676283374429	0.0971964607873477	1
ENSDARG00000069301	117571	Euteleostomi	1	0.95183444210852	0.156553566790298	1.7531552229197
ENSDARG00000069301	117571	Euteleostomi	1	0.800480991601944	0.157358269899834	3.94995295051028
ENSDARG00000069301	7898	Actinopterygii	1	0.736823611834552	0.157471981599166	3.20706912938751
ENSDARG00000069301	41665	Neopterygii	1	0.802555885529728	0.157275799425803	3.70804351759103
ENSDARG00000069301	1489341	Osteoglossocephalai	0.0361804297692161	13.0273580523062	0.157341480243207	45.7691871745315
ENSDARG00000069301	186625	Clupeocephala	1	0.668245556837064	0.157502178904463	3.40642264601657
ENSDARG00000069301	186634	Otomorpha	1	0.0858125175145688	0.157558603965628	3.64657712029354
ENSDARG00000069301	186626	Otophysi	1	0.00000018159335013479	0.157601948471523	3.49569398262503
ENSDARG00000104901	7898	Actinopterygii	1	0.000000022409949451685	0.0353783816010082	1
ENSDARG00000104901	41665	Neopterygii	1	0.0000000119289325084537	0.0353787090540271	1
ENSDARG00000104901	1489341	Osteoglossocephalai	1	0.0000000214859028346837	0.0353784347597117	1
ENSDARG00000104901	1489341	Osteoglossocephalai	1	0.0000000555482984054834	0.0353784437475859	1
ENSDARG00000104901	186634	Otomorpha	1	0.0000000115906004793942	0.0353783236124081	1
ENSDARG00000104901	186626	Otophysi	1	0	0.0353788180508879	1
ENSDARG00000103391	41665	Neopterygii	0.948617550492361	4.40208312876348	0.0314257175451375	4.59708258888783
ENSDARG00000103391	1489341	Osteoglossocephalai	1	0.444643826056563	0.0315913090625277	3.89287052508377
ENSDARG00000103391	1489341	Osteoglossocephalai	1	0.000000278701918432489	0.0316723487287226	1
ENSDARG00000103391	1489341	Osteoglossocephalai	1	0.0000000367035681847483	0.0317241255641719	1
ENSDARG00000103391	186625	Clupeocephala	1	0.00634586732121534	0.0319096128074962	3.12400737519645
ENSDARG00000103391	186634	Otomorpha	1	0.0000002855304046534	0.0318374789441848	3.70191952353941
ENSDARG00000103391	186626	Otophysi	1	2.41706964478362	0.0316544247911431	3.52739034133838
ENSDARG00000030463	7898	Actinopterygii	0.140244797402812	9.4932255111853	0.0521320785471686	3.72167865325773
